	seqid	source	exon_type	start	end	length	homology	strand	phase	attributes	substring
1073	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	4778	7722.0	2945.0	0.0	+	.	GRA_OG0031905	substring_1
1074	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	7723	7771.0	48.0	95.92	+	.	GRA_OG0031905	substring_2
1075	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	7772	9396.0	1625.0	0.0	+	.	GRA_OG0031905	substring_2
1076	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	9397	9503.0	106.0	98.13	+	.	GRA_OG0031905	substring_2
1077	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	9504	10349.0	846.0	0.0	+	.	GRA_OG0031905	substring_2
1078	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	10350	10435.0	85.0	100.0	+	.	GRA_OG0031905	substring_2
1079	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	10436	12664.0	2229.0	0.0	+	.	GRA_OG0031905	substring_2
1080	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	12665	12761.0	96.0	100.0	+	.	GRA_OG0031905	substring_2
1081	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	12762	13222.0	461.0	0.0	+	.	GRA_OG0031905	substring_2
1082	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	13223	13399.0	176.0	99.44	+	.	GRA_OG0031905	substring_2
1083	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	13400	16245.0	2846.0	0.0	+	.	GRA_OG0031905	substring_2
1084	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	16246	16302.0	56.0	100.0	+	.	GRA_OG0031905	substring_3
1085	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	16303	16693.0	391.0	0.0	+	.	GRA_OG0031905	substring_3
1086	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	16694	16755.0	61.0	96.77	+	.	GRA_OG0031905	substring_3
1087	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	16756	18051.0	1296.0	0.0	+	.	GRA_OG0031905	substring_3
1088	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	18052	18086.0	34.0	100.0	+	.	GRA_OG0031905	substring_3
1089	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	18087	18422.0	336.0	0.0	+	.	GRA_OG0031905	substring_3
1090	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	18423	18492.0	69.0	100.0	+	.	GRA_OG0031905	substring_3
1091	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	intron	18493	18972.0	480.0	0.0	+	.	GRA_OG0031905	substring_3
1092	GRA_SL+_TRINITY_DN38479_c4_g1_i1	+	fine	18973	19193.0	220.0	98.64	+	.	GRA_OG0031905	substring_3
1093	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	2824	2864.0	40.0	97.56	+	.	GRA_OG0031233	substring_1
1094	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	2865	3302.0	438.0	0.0	+	.	GRA_OG0031233	substring_1
1095	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	3303	3441.0	138.0	100.0	+	.	GRA_OG0031233	substring_1
1096	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	3442	3963.0	522.0	0.0	+	.	GRA_OG0031233	substring_1
1097	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	3964	4058.0	94.0	100.0	+	.	GRA_OG0031233	substring_1
1098	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	4059	4372.0	314.0	0.0	+	.	GRA_OG0031233	substring_1
1099	GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	4373	4611.0	238.0	99.58	+	.	GRA_OG0031233	substring_1
1100	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	312	527.0	215.0	98.15	+	.	GRA_OG0031202	substring_1
1101	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	528	1635.0	1108.0	0.0	+	.	GRA_OG0031202	substring_1
1102	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	1636	1812.0	176.0	98.31	+	.	GRA_OG0031202	substring_1
1103	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	1813	2163.0	351.0	0.0	+	.	GRA_OG0031202	substring_1
1104	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	2164	2315.0	151.0	98.68	+	.	GRA_OG0031202	substring_1
1105	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	2316	3637.0	1322.0	0.0	+	.	GRA_OG0031202	substring_1
1106	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	3638	3761.0	123.0	98.39	+	.	GRA_OG0031202	substring_1
1107	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	3762	5106.0	1345.0	0.0	+	.	GRA_OG0031202	substring_1
1108	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	5107	5181.0	74.0	100.0	+	.	GRA_OG0031202	substring_1
1109	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	5182	5641.0	460.0	0.0	+	.	GRA_OG0031202	substring_1
1110	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	5642	5826.0	184.0	98.92	+	.	GRA_OG0031202	substring_1
1111	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	5827	6590.0	764.0	0.0	+	.	GRA_OG0031202	substring_1
1112	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	6591	6689.0	98.0	100.0	+	.	GRA_OG0031202	substring_1
1113	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	6690	6774.0	85.0	0.0	+	.	GRA_OG0031202	substring_1
1114	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	6775	6887.0	112.0	97.35	+	.	GRA_OG0031202	substring_1
1115	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	6888	7116.0	229.0	0.0	+	.	GRA_OG0031202	substring_1
1116	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	7117	7305.0	188.0	100.0	+	.	GRA_OG0031202	substring_1
1117	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	intron	7306	7633.0	328.0	0.0	+	.	GRA_OG0031202	substring_1
1118	GRA_SL+_TRINITY_DN38505_c0_g1_i1	+	fine	7634	7809.0	175.0	98.3	+	.	GRA_OG0031202	substring_1
1119	GRA_SL+_TRINITY_DN38621_c0_g6_i1	+	fine	3923	4216.0	293.0	97.28	+	.	GRA_OG0031753	substring_1
1120	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	200	282.0	82.0	100.0	+	.	GRA_OG0031606	substring_1
1121	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	283	910.0	628.0	0.0	+	.	GRA_OG0031606	substring_1
1122	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	911	965.0	54.0	100.0	+	.	GRA_OG0031606	substring_1
1123	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	966	3602.0	2637.0	0.0	+	.	GRA_OG0031606	substring_1
1124	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	3603	3726.0	123.0	100.0	+	.	GRA_OG0031606	substring_1
1125	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	3727	4677.0	951.0	0.0	+	.	GRA_OG0031606	substring_1
1126	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	4678	4744.0	66.0	100.0	+	.	GRA_OG0031606	substring_1
1127	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	4745	5204.0	460.0	0.0	+	.	GRA_OG0031606	substring_1
1128	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	5205	5279.0	74.0	100.0	+	.	GRA_OG0031606	substring_1
1129	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	5280	5785.0	506.0	0.0	+	.	GRA_OG0031606	substring_1
1130	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	5786	5901.0	115.0	100.0	+	.	GRA_OG0031606	substring_1
1131	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	intron	5902	7208.0	1307.0	0.0	+	.	GRA_OG0031606	substring_1
1132	GRA_SL+_TRINITY_DN38637_c2_g3_i7	+	fine	7209	7547.0	338.0	100.0	+	.	GRA_OG0031606	substring_1
1133	GRA_SL+_TRINITY_DN38666_c1_g4_i3	+	fine	27679	27765.0	86.0	100.0	+	.	GRA_OG0031538	substring_1
1134	GRA_SL+_TRINITY_DN38666_c1_g4_i3	+	intron	27766	28366.0	601.0	0.0	+	.	GRA_OG0031538	substring_1
1135	GRA_SL+_TRINITY_DN38666_c1_g4_i3	+	fine	28367	28469.0	102.0	100.0	+	.	GRA_OG0031538	substring_1
1136	GRA_SL+_TRINITY_DN38666_c1_g4_i3	+	intron	28470	32478.0	4009.0	0.0	+	.	GRA_OG0031538	substring_1
1137	GRA_SL+_TRINITY_DN38666_c1_g4_i3	+	fine	32479	32729.0	250.0	99.6	+	.	GRA_OG0031538	substring_1
1138	GRA_SL+_TRINITY_DN38759_c4_g4_i2	+	fine	10043	10134.0	91.0	95.65	+	.	GRA_OG0032221	substring_1
1139	GRA_SL+_TRINITY_DN38759_c4_g4_i2	+	intron	10135	10938.0	804.0	0.0	+	.	GRA_OG0032221	substring_1
1140	GRA_SL+_TRINITY_DN38759_c4_g4_i2	+	fine	10939	11031.0	92.0	100.0	+	.	GRA_OG0032221	substring_1
1141	GRA_SL+_TRINITY_DN38759_c4_g4_i2	+	intron	11032	11568.0	537.0	0.0	+	.	GRA_OG0032221	substring_1
1142	GRA_SL+_TRINITY_DN38759_c4_g4_i2	+	fine	11569	11689.0	120.0	97.52	+	.	GRA_OG0032221	substring_1
1143	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	5899	5974.0	75.0	97.37	+	.	GRA_OG0030986	substring_1
1144	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	5975	7029.0	1055.0	0.0	+	.	GRA_OG0030986	substring_1
1145	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	7030	7212.0	182.0	100.0	+	.	GRA_OG0030986	substring_1
1146	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	7213	7733.0	521.0	0.0	+	.	GRA_OG0030986	substring_1
1147	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	7734	7795.0	61.0	100.0	+	.	GRA_OG0030986	substring_1
1148	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	7796	7886.0	91.0	0.0	+	.	GRA_OG0030986	substring_1
1149	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	7887	7984.0	97.0	100.0	+	.	GRA_OG0030986	substring_1
1150	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	7985	8162.0	178.0	0.0	+	.	GRA_OG0030986	substring_1
1151	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	8163	8237.0	74.0	100.0	+	.	GRA_OG0030986	substring_1
1152	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	8238	9137.0	900.0	0.0	+	.	GRA_OG0030986	substring_1
1153	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	9138	9227.0	89.0	98.89	+	.	GRA_OG0030986	substring_1
1154	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	intron	9228	9546.0	319.0	0.0	+	.	GRA_OG0030986	substring_1
1155	GRA_SL+_TRINITY_DN38825_c0_g1_i1	+	fine	9547	9630.0	83.0	98.81	+	.	GRA_OG0030986	substring_1
1156	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	199	261.0	62.0	96.83	+	.	GRA_OG0031040	substring_1
1157	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	262	548.0	287.0	0.0	+	.	GRA_OG0031040	substring_1
1158	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	549	603.0	54.0	98.18	+	.	GRA_OG0031040	substring_1
1159	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	604	942.0	339.0	0.0	+	.	GRA_OG0031040	substring_1
1160	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	943	1063.0	120.0	99.17	+	.	GRA_OG0031040	substring_1
1161	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	1064	1635.0	572.0	0.0	+	.	GRA_OG0031040	substring_1
1162	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	1636	1801.0	165.0	99.4	+	.	GRA_OG0031040	substring_1
1163	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	1802	1982.0	181.0	0.0	+	.	GRA_OG0031040	substring_1
1164	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	1983	2102.0	119.0	99.17	+	.	GRA_OG0031040	substring_1
1165	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	2103	2711.0	609.0	0.0	+	.	GRA_OG0031040	substring_1
1166	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	2712	2784.0	72.0	100.0	+	.	GRA_OG0031040	substring_2
1167	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	2785	3002.0	218.0	0.0	+	.	GRA_OG0031040	substring_2
1168	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	3003	3061.0	58.0	100.0	+	.	GRA_OG0031040	substring_2
1169	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	3062	3851.0	790.0	0.0	+	.	GRA_OG0031040	substring_2
1170	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	3852	3925.0	73.0	100.0	+	.	GRA_OG0031040	substring_2
1171	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	3926	5029.0	1104.0	0.0	+	.	GRA_OG0031040	substring_2
1172	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	5030	5160.0	130.0	100.0	+	.	GRA_OG0031040	substring_2
1173	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	5161	6458.0	1298.0	0.0	+	.	GRA_OG0031040	substring_2
1174	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	6459	6588.0	129.0	100.0	+	.	GRA_OG0031040	substring_2
1175	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	6589	7299.0	711.0	0.0	+	.	GRA_OG0031040	substring_2
1176	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	7300	7412.0	112.0	97.35	+	.	GRA_OG0031040	substring_2
1177	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	intron	7413	8086.0	674.0	0.0	+	.	GRA_OG0031040	substring_2
1178	GRA_SL+_TRINITY_DN38842_c0_g2_i3	+	fine	8087	8371.0	284.0	99.3	+	.	GRA_OG0031040	substring_2
1179	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	679	768.0	89.0	98.89	+	.	GRA_OG0030545	substring_1
1180	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	769	2303.0	1535.0	0.0	+	.	GRA_OG0030545	substring_1
1181	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	2304	2351.0	47.0	100.0	+	.	GRA_OG0030545	substring_1
1182	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	2352	2510.0	159.0	0.0	+	.	GRA_OG0030545	substring_1
1183	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	2511	2653.0	142.0	99.3	+	.	GRA_OG0030545	substring_1
1184	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	2654	4093.0	1440.0	0.0	+	.	GRA_OG0030545	substring_1
1185	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	4094	4148.0	54.0	100.0	+	.	GRA_OG0030545	substring_1
1186	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	4149	4282.0	134.0	0.0	+	.	GRA_OG0030545	substring_1
1187	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	4283	4335.0	52.0	100.0	+	.	GRA_OG0030545	substring_1
1188	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	4336	5409.0	1074.0	0.0	+	.	GRA_OG0030545	substring_1
1189	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	5410	5476.0	66.0	98.51	+	.	GRA_OG0030545	substring_1
1190	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	5477	7625.0	2149.0	0.0	+	.	GRA_OG0030545	substring_1
1191	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	7626	7673.0	47.0	97.92	+	.	GRA_OG0030545	substring_1
1192	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	7674	7792.0	119.0	0.0	+	.	GRA_OG0030545	substring_1
1193	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	7793	7859.0	66.0	100.0	+	.	GRA_OG0030545	substring_1
1194	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	7860	8622.0	763.0	0.0	+	.	GRA_OG0030545	substring_1
1195	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	8623	8712.0	89.0	97.78	+	.	GRA_OG0030545	substring_1
1196	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	8713	8860.0	148.0	0.0	+	.	GRA_OG0030545	substring_1
1197	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	8861	9044.0	183.0	100.0	+	.	GRA_OG0030545	substring_1
1198	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	intron	9045	9450.0	406.0	0.0	+	.	GRA_OG0030545	substring_1
1199	GRA_SL+_TRINITY_DN39003_c1_g1_i2	+	fine	9451	9559.0	108.0	100.0	+	.	GRA_OG0030545	substring_1
1200	GRA_SL+_TRINITY_DN39019_c0_g5_i2	+	fine	9128	9179.0	51.0	100.0	+	.	GRA_OG0032051	substring_1
1201	GRA_SL+_TRINITY_DN39019_c0_g5_i2	+	intron	9180	9588.0	409.0	0.0	+	.	GRA_OG0032051	substring_1
1202	GRA_SL+_TRINITY_DN39019_c0_g5_i2	+	fine	9589	9709.0	120.0	100.0	+	.	GRA_OG0032051	substring_1
1203	GRA_SL+_TRINITY_DN39019_c0_g5_i2	+	intron	9710	9822.0	113.0	0.0	+	.	GRA_OG0032051	substring_1
1204	GRA_SL+_TRINITY_DN39019_c0_g5_i2	+	fine	9823	10196.0	373.0	100.0	+	.	GRA_OG0032051	substring_1
1205	GRA_SL+_TRINITY_DN39147_c6_g1_i4	+	fine	6560	6646.0	86.0	97.7	+	.	GRA_OG0031360	substring_1
1206	GRA_SL+_TRINITY_DN39147_c6_g1_i4	+	intron	6647	8189.0	1543.0	0.0	+	.	GRA_OG0031360	substring_1
1207	GRA_SL+_TRINITY_DN39147_c6_g1_i4	+	fine	8190	8250.0	60.0	100.0	+	.	GRA_OG0031360	substring_1
1208	GRA_SL+_TRINITY_DN39147_c6_g1_i4	+	intron	8251	8716.0	466.0	0.0	+	.	GRA_OG0031360	substring_1
1209	GRA_SL+_TRINITY_DN39147_c6_g1_i4	+	fine	8717	8873.0	156.0	100.0	+	.	GRA_OG0031360	substring_1
1210	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	8072	8179.0	107.0	99.07	+	.	GRA_OG0032706	substring_1
1211	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	8180	9193.0	1014.0	0.0	+	.	GRA_OG0032706	substring_1
1212	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	9194	9285.0	91.0	100.0	+	.	GRA_OG0032706	substring_1
1213	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	9286	9820.0	535.0	0.0	+	.	GRA_OG0032706	substring_1
1214	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	9821	9954.0	133.0	97.76	+	.	GRA_OG0032706	substring_1
1215	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	9955	10454.0	500.0	0.0	+	.	GRA_OG0032706	substring_1
1216	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	10455	10518.0	63.0	100.0	+	.	GRA_OG0032706	substring_1
1217	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	10519	11583.0	1065.0	0.0	+	.	GRA_OG0032706	substring_1
1218	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	11584	11739.0	155.0	100.0	+	.	GRA_OG0032706	substring_1
1219	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	11740	12005.0	266.0	0.0	+	.	GRA_OG0032706	substring_1
1220	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	12006	12110.0	104.0	100.0	+	.	GRA_OG0032706	substring_1
1221	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	12111	14094.0	1984.0	0.0	+	.	GRA_OG0032706	substring_1
1222	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	14095	14158.0	63.0	98.44	+	.	GRA_OG0032706	substring_2
1223	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	14159	14708.0	550.0	0.0	+	.	GRA_OG0032706	substring_2
1224	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	14709	14766.0	57.0	100.0	+	.	GRA_OG0032706	substring_2
1225	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	14767	15382.0	616.0	0.0	+	.	GRA_OG0032706	substring_2
1226	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	15383	15476.0	93.0	100.0	+	.	GRA_OG0032706	substring_2
1227	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	15477	16010.0	534.0	0.0	+	.	GRA_OG0032706	substring_2
1228	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	16011	16212.0	201.0	100.0	+	.	GRA_OG0032706	substring_2
1229	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	16213	17080.0	868.0	0.0	+	.	GRA_OG0032706	substring_2
1230	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	17081	17189.0	108.0	100.0	+	.	GRA_OG0032706	substring_2
1231	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	17190	17576.0	387.0	0.0	+	.	GRA_OG0032706	substring_2
1232	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	17577	17692.0	115.0	100.0	+	.	GRA_OG0032706	substring_2
1233	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	17693	19213.0	1521.0	0.0	+	.	GRA_OG0032706	substring_2
1234	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	19214	19347.0	133.0	100.0	+	.	GRA_OG0032706	substring_2
1235	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	19348	20939.0	1592.0	0.0	+	.	GRA_OG0032706	substring_2
1236	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	20940	21063.0	123.0	99.19	+	.	GRA_OG0032706	substring_2
1237	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	21064	21458.0	395.0	0.0	+	.	GRA_OG0032706	substring_2
1238	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	21459	21602.0	143.0	100.0	+	.	GRA_OG0032706	substring_2
1239	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	21603	22043.0	441.0	0.0	+	.	GRA_OG0032706	substring_2
1240	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	22044	22122.0	78.0	100.0	+	.	GRA_OG0032706	substring_2
1241	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	22123	23698.0	1576.0	0.0	+	.	GRA_OG0032706	substring_2
1242	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	23699	23860.0	161.0	100.0	+	.	GRA_OG0032706	substring_3
1243	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	23861	24247.0	387.0	0.0	+	.	GRA_OG0032706	substring_3
1244	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	24248	24373.0	125.0	98.41	+	.	GRA_OG0032706	substring_3
1245	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	24374	25226.0	853.0	0.0	+	.	GRA_OG0032706	substring_3
1246	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	25227	25335.0	108.0	100.0	+	.	GRA_OG0032706	substring_3
1247	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	25336	26551.0	1216.0	0.0	+	.	GRA_OG0032706	substring_3
1248	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	26552	26645.0	93.0	100.0	+	.	GRA_OG0032706	substring_3
1249	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	26646	26883.0	238.0	0.0	+	.	GRA_OG0032706	substring_3
1250	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	26884	26979.0	95.0	98.96	+	.	GRA_OG0032706	substring_3
1251	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	26980	27588.0	609.0	0.0	+	.	GRA_OG0032706	substring_3
1252	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	27589	27676.0	87.0	100.0	+	.	GRA_OG0032706	substring_3
1253	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	27677	27757.0	81.0	0.0	+	.	GRA_OG0032706	substring_3
1254	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	27758	27834.0	76.0	100.0	+	.	GRA_OG0032706	substring_3
1255	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	intron	27835	30128.0	2294.0	0.0	+	.	GRA_OG0032706	substring_3
1256	GRA_SL+_TRINITY_DN39260_c0_g1_i1	+	fine	30129	30226.0	97.0	100.0	+	.	GRA_OG0032706	substring_3
1257	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	fine	2047	2163.0	116.0	97.44	+	.	GRA_OG0030409	substring_1
1258	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	intron	2164	3252.0	1089.0	0.0	+	.	GRA_OG0030409	substring_1
1259	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	fine	3253	3355.0	102.0	100.0	+	.	GRA_OG0030409	substring_1
1260	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	intron	3356	3738.0	383.0	0.0	+	.	GRA_OG0030409	substring_1
1261	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	fine	3739	3832.0	93.0	100.0	+	.	GRA_OG0030409	substring_1
1262	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	intron	3833	5022.0	1190.0	0.0	+	.	GRA_OG0030409	substring_1
1263	GRA_SL+_TRINITY_DN39281_c0_g2_i4	+	fine	5023	5376.0	353.0	98.87	+	.	GRA_OG0030409	substring_1
1264	GRA_SL+_TRINITY_DN39302_c1_g1_i1	+	fine	3502	3576.0	74.0	100.0	+	.	GRA_OG0030451	substring_1
1265	GRA_SL+_TRINITY_DN39302_c1_g1_i1	+	intron	3577	4484.0	908.0	0.0	+	.	GRA_OG0030451	substring_1
1266	GRA_SL+_TRINITY_DN39302_c1_g1_i1	+	fine	4485	4556.0	71.0	100.0	+	.	GRA_OG0030451	substring_1
1267	GRA_SL+_TRINITY_DN39302_c1_g1_i1	+	intron	4557	4818.0	262.0	0.0	+	.	GRA_OG0030451	substring_1
1268	GRA_SL+_TRINITY_DN39302_c1_g1_i1	+	fine	4819	4937.0	118.0	99.16	+	.	GRA_OG0030451	substring_1
