seqid	source	exon_type	start	end	length	homology	GC	strand	phase	attributes	substring
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	fine	18451	18576	126	100.0	69.05	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	intron	18577	19443	867	0.0	55.71	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	fine	19444	19545	102	100.0	63.73	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	intron	19546	19727	182	0.0	60.99	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	fine	19728	19750	23	100.0	78.26	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	intron	19751	21288	1538	0.0	58.26	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	fine	21289	21414	126	100.0	69.05	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	intron	21415	21684	270	0.0	60.74	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN45652_c2_g4_i5	+	fine	21685	21956	272	99.63	68.38	+	.	GRA_OG0031227	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	5871	5993	123	95.93	52.85	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	5994	6291	298	0.0	38.59	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	6292	6358	67	100.0	56.72	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	6359	6413	55	0.0	65.45	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	6414	6494	81	100.0	65.43	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	6495	7258	764	0.0	47.12	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	7259	7352	94	100.0	57.45	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	7353	8345	993	0.0	54.88	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	8346	8375	30	100.0	53.33	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	8376	8474	99	0.0	70.71	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	8475	8580	106	99.06	63.21	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	8581	9589	1009	0.0	47.27	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	9590	9747	158	99.37	74.05	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	intron	9748	10160	413	0.0	48.18	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN42151_c0_g1_i1	+	fine	10161	10343	183	98.36	66.12	+	.	GRA_OG0031228	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	200	306	107	98.13	66.36	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	307	2008	1702	0.0	53.29	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	2009	2144	136	100.0	61.03	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	2145	2405	261	0.0	49.43	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	2406	2479	74	100.0	55.41	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	2480	2821	342	0.0	46.78	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	2822	2890	69	100.0	55.07	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	2891	3093	203	0.0	52.22	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	3094	3149	56	100.0	57.14	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	3150	3435	286	0.0	60.14	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	3436	3490	55	100.0	74.55	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	3491	3825	335	0.0	56.12	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	3826	3939	114	100.0	70.18	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	3940	5232	1293	0.0	47.33	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	5233	5287	55	100.0	65.45	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	5288	5491	204	0.0	62.25	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	5492	5577	86	96.51	75.58	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	5578	6191	614	0.0	46.42	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	6192	6282	91	100.0	67.03	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	6283	6541	259	0.0	44.02	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	6542	6569	28	100.0	60.71	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	6570	7381	812	0.0	53.2	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	7382	7508	127	99.21	67.72	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	7509	7834	326	0.0	53.07	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	7835	7871	37	100.0	62.16	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	7872	8062	191	0.0	60.73	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	8063	8210	148	100.0	72.3	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	8211	8999	789	0.0	51.33	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	9000	9057	58	100.0	68.97	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	9058	10006	949	0.0	49.74	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	10007	10039	33	100.0	66.67	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	10040	10503	464	0.0	64.44	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	10504	10640	137	100.0	70.8	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	10641	11577	937	0.0	42.26	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	11578	11641	64	100.0	60.94	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	11642	13769	2128	0.0	48.54	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	13770	13817	48	97.92	68.75	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	13818	14637	820	0.0	58.9	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	14638	14740	103	100.0	71.84	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	14741	15393	653	0.0	55.44	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	15394	15459	66	98.48	77.27	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	15460	15965	506	0.0	59.29	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	15966	16058	93	100.0	69.89	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	16059	16685	627	0.0	56.14	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	16686	16773	88	98.86	78.41	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	16774	18980	2207	0.0	53.78	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	18981	19139	159	100.0	71.07	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	19140	19908	769	0.0	42.65	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	19909	19930	22	100.0	50.0	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	19931	22520	2590	0.0	45.44	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	22521	22635	115	100.0	73.04	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	22636	23103	468	0.0	58.76	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	23104	23147	44	100.0	61.36	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	23148	23494	347	0.0	55.04	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	23495	23591	97	98.97	63.92	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	intron	23592	25078	1487	0.0	48.55	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN40300_c0_g1_i1	+	fine	25079	25356	278	100.0	58.99	+	.	GRA_OG0031231	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	2824	2864	41	97.56	60.98	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	2865	3302	438	0.0	44.75	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	3303	3441	139	100.0	54.68	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	3442	3963	522	0.0	51.15	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	3964	4058	95	100.0	74.74	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	intron	4059	4372	314	0.0	60.83	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN38481_c4_g1_i8	+	fine	4373	4611	239	99.58	49.37	+	.	GRA_OG0031233	substring_1
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	fine	5222	5304	83	97.59	60.24	+	.	GRA_OG0031235	substring_1
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	intron	5305	5787	483	0.0	52.38	+	.	GRA_OG0031235	substring_1
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	fine	5788	5892	105	97.14	71.43	+	.	GRA_OG0031235	substring_1
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	fine	7077	7221	145	97.24	76.55	+	.	GRA_OG0031235	substring_2
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	intron	7222	7951	730	0.0	51.78	+	.	GRA_OG0031235	substring_2
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	fine	7952	8150	199	100.0	71.36	+	.	GRA_OG0031235	substring_2
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	intron	8151	9525	1375	0.0	41.31	+	.	GRA_OG0031235	substring_2
GRA_SL+_TRINITY_DN45008_c0_g8_i3	+	fine	9526	9842	317	99.05	64.35	+	.	GRA_OG0031235	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	200	350	151	99.34	76.82	+	.	GRA_OG0031238	substring_1
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	351	691	341	0.0	51.91	+	.	GRA_OG0031238	substring_1
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	692	764	73	100.0	71.23	+	.	GRA_OG0031238	substring_1
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	8997	9134	138	97.83	68.84	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	9135	9488	354	0.0	55.93	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	9489	9560	72	97.22	65.28	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	9561	9712	152	0.0	73.68	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	9713	9811	99	98.99	63.64	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	9812	10277	466	0.0	56.01	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	10278	10395	118	97.46	66.1	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	10396	10537	142	0.0	70.42	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	10538	10562	25	96.0	60.0	+	.	GRA_OG0031238	substring_2
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	11266	11391	126	100.0	73.02	+	.	GRA_OG0031238	substring_3
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	11392	11775	384	0.0	64.58	+	.	GRA_OG0031238	substring_3
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	11776	11882	107	97.2	71.96	+	.	GRA_OG0031238	substring_3
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	intron	11883	13173	1291	0.0	52.13	+	.	GRA_OG0031238	substring_3
GRA_SL+_TRINITY_DN41768_c0_g1_i2	+	fine	13174	13446	273	95.6	72.89	+	.	GRA_OG0031238	substring_3
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	569	623	55	98.18	65.45	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	624	1010	387	0.0	67.44	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	1011	1136	126	100.0	67.46	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	1137	1653	517	0.0	55.71	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	1654	1732	79	100.0	64.56	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	1733	2382	650	0.0	45.23	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	2383	2545	163	100.0	66.87	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	2546	3446	901	0.0	47.61	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	3447	3520	74	100.0	67.57	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	3521	3847	327	0.0	64.53	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	3848	3921	74	100.0	66.22	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	3922	4196	275	0.0	67.27	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	4197	4295	99	100.0	63.64	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	intron	4296	7538	3243	0.0	49.92	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN50167_c1_g1_i1	-	fine	7539	7941	403	99.01	69.48	-	.	GRA_OG0031244	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	14140	14230	91	96.7	60.44	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	14231	14370	140	0.0	70.0	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	14371	14409	39	94.87	58.97	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	14416	14461	46	100.0	69.57	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	14462	14586	125	0.0	75.2	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	14587	14676	90	100.0	64.44	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	14677	14927	251	0.0	64.14	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	14928	15033	106	99.06	67.92	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	15034	15325	292	0.0	64.73	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	15326	15429	104	98.08	66.35	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	15430	15944	515	0.0	60.0	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	15945	16002	58	100.0	63.79	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	16003	16301	299	0.0	56.86	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	16302	16376	75	98.67	61.33	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	16377	17062	686	0.0	62.39	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	17063	17084	22	95.45	77.27	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	17085	17393	309	0.0	66.02	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	17394	17450	57	100.0	52.63	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	17451	18061	611	0.0	57.12	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	18062	18153	92	98.91	63.04	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	18154	18555	402	0.0	51.74	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	18556	18692	137	100.0	63.5	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	18693	19212	520	0.0	45.77	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	19213	19339	127	100.0	62.99	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	19340	20202	863	0.0	58.98	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	20203	20294	92	95.65	66.3	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	20295	21897	1603	0.0	47.85	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	21898	21953	56	100.0	60.71	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	21954	22288	335	0.0	62.39	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	22289	22419	131	96.95	83.21	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	22420	23169	750	0.0	52.4	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	23170	23234	65	100.0	84.62	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	23235	24326	1092	0.0	47.34	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	24327	24366	40	97.5	60.0	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	24367	24686	320	0.0	59.69	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	24687	24809	123	95.93	78.05	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	intron	24810	25028	219	0.0	72.6	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN44901_c1_g2_i2	-	fine	25029	25169	141	93.62	81.56	-	.	GRA_OG0031245	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	920	949	30	100.0	60.0	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	intron	950	1974	1025	0.0	54.24	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	1975	2064	90	100.0	67.78	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	intron	2065	2389	325	0.0	56.62	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	2390	2454	65	100.0	61.54	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	intron	2455	2709	255	0.0	54.9	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	2710	2782	73	100.0	65.75	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	intron	2783	4226	1444	0.0	52.7	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	4227	4262	36	97.22	66.67	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	intron	4263	10495	6233	0.0	37.86	-	.	GRA_OG0031246	substring_1
GRA_SL-_TRINITY_DN47533_c0_g4_i1	-	fine	10496	10607	112	96.43	71.43	-	.	GRA_OG0031246	substring_1
GRA_SL+_TRINITY_DN42045_c0_g1_i1	+	fine	4449	4529	81	97.53	65.43	+	.	GRA_OG0031247	substring_1
GRA_SL+_TRINITY_DN42045_c0_g1_i1	+	fine	4534	4701	168	99.4	60.12	+	.	GRA_OG0031247	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	200	328	129	98.45	72.87	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	329	946	618	0.0	55.18	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	947	1085	139	98.56	67.63	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	1086	1537	452	0.0	52.43	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	1538	1637	100	100.0	70.0	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	1638	2130	493	0.0	57.61	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	2131	2202	72	100.0	55.56	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	2203	3197	995	0.0	43.62	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	3198	3312	115	99.13	59.13	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	3313	3747	435	0.0	57.01	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	3748	3831	84	100.0	64.29	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	3832	3961	130	0.0	68.46	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	3962	4055	94	100.0	53.19	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	4056	4581	526	0.0	47.15	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	4582	4691	110	100.0	64.55	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	4692	5367	676	0.0	51.04	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	5368	5480	113	98.23	72.57	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	5481	5624	144	0.0	78.47	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	5625	5702	78	100.0	58.97	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	5703	6551	849	0.0	49.47	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	6552	6700	149	99.33	63.09	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	6701	10599	3899	0.0	48.29	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	10600	10716	117	100.0	67.52	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	10717	11150	434	0.0	42.63	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	fine	11151	11255	105	100.0	64.76	+	.	GRA_OG0031252	substring_1
GRA_SL+_TRINITY_DN41113_c0_g4_i2	+	intron	11256	12463	1208	0.0	55.05	+	.	GRA_OG0031252	substring_1
